Thu nhap,Co dinh,Nhu cau,Giao duc,Thanh toan no,Tiet kiem,Ban than,a,b,c,d,e,f
17950000,7150000,0,1,0,0,1,0.41832869,0.10467844,0.32948499,0.11382836,0,0.03367952
18600000,5930000,0,1,0,0,1,0.3388172,0.09854515,0.13249912,0.36807184,0,0.06206669
12850000,2790000,0,1,0,1,0,0.23712062,0.37511011,0.11450365,0.09430581,0,0.17895981
12450000,5200000,0,0,0,1,0,0.43767068,0.25283064,0.02053281,0.09543386,0,0.19353201
16450000,12500000,0,1,0,0,0,0.77987842,0.07716121,0.08204265,0.00318123,0,0.05773649
19850000,5020000,0,1,0,0,1,0.27289673,0.08399688,0.30999867,0.27850407,0,0.05460365
19250000,9750000,0,1,0,1,0,0.52649351,0.25620023,0.0450067,0.0168498,0,0.15544976
12200000,4180000,0,1,0,1,1,0.36262295,0.18779663,0.21627059,0.19759612,0,0.03571371
17050000,3260000,0,1,0,1,1,0.21120235,0.2636535,0.23523247,0.16617516,0,0.12373652
16450000,11050000,0,1,0,1,0,0.69173252,0.11046946,0.13247433,0.04442576,0,0.02089793
15850000,4220000,0,1,0,1,1,0.28624606,0.10296015,0.3007364,0.29043976,0,0.01961763
11650000,6520000,0,0,0,1,0,0.57965665,0.2208176,0.0544606,0.01401094,0,0.13105421
19800000,4540000,0,0,0,1,1,0.24929293,0.16541207,0.33934837,0.12486366,0,0.12108297
17450000,12310000,0,0,0,1,0,0.72544413,0.17069435,0.0203502,0.07825096,0,0.00526036
16950000,6310000,0,0,0,1,0,0.39227139,0.26994795,0.05241049,0.12163146,0,0.16373871
18450000,7990000,0,1,0,1,0,0.45306233,0.22591254,0.10092567,0.0751126,0,0.14498686
19850000,6850000,0,1,0,1,0,0.36508816,0.27962981,0.11546647,0.1055237,0,0.13429186
19800000,12470000,0,1,0,1,0,0.64979798,0.11119227,0.01350649,0.09043912,0,0.13506414
17550000,8870000,0,1,0,1,0,0.52541311,0.25716611,0.09750291,0.08081352,0,0.03910435
11850000,7610000,0,1,0,1,0,0.66219409,0.11444969,0.00338566,0.10048118,0,0.11948938
14450000,4250000,0,1,0,1,0,0.31411765,0.25622415,0.14256116,0.12272883,0,0.16436821
13550000,7190000,0,1,0,1,0,0.55062731,0.19488566,0.00228998,0.1370816,0,0.11511545
10900000,2870000,0,1,0,1,1,0.28330275,0.25634419,0.1842704,0.23465647,0,0.04142619
16700000,8620000,0,1,0,1,0,0.53616766,0.18840555,0.10901409,0.10371404,0,0.06269866
11800000,6430000,0,0,0,0,1,0.56491525,0.09909504,0.22621813,0.10260908,0,0.0071625
12250000,2960000,0,1,0,0,1,0.26163265,0.10723186,0.31734648,0.16379584,0,0.14999317
19050000,11960000,0,1,0,1,0,0.64782152,0.11904798,0.03840125,0.04158707,0,0.15314218
16450000,7390000,0,1,0,1,0,0.46924012,0.18135212,0.0922651,0.11920101,0,0.13794165
19800000,10740000,0,0,0,1,0,0.56242424,0.17938586,0.05158561,0.03137285,0,0.17523144
19650000,9170000,0,1,0,1,0,0.48666667,0.29974094,0.04899824,0.03582924,0,0.12876491
15550000,7520000,0,0,0,0,0,0.50360129,0.10905298,0.13176196,0.13194736,0,0.12363641
18400000,7070000,0,0,0,1,1,0.40423913,0.26043249,0.14816142,0.11312299,0,0.07404397
11250000,7010000,0,0,0,1,1,0.64311111,0.11829836,0.11115977,0.12367629,0,0.00375447
14900000,4890000,0,1,0,1,1,0.34818792,0.26711099,0.22724216,0.11180345,0,0.04565548
18250000,2910000,0,1,0,1,1,0.17945205,0.33292047,0.17393857,0.22324709,0,0.09044182
16500000,4380000,0,1,0,0,1,0.28545455,0.11734397,0.24633094,0.28792644,0,0.0629441
14750000,3390000,0,1,0,0,1,0.24983051,0.07413152,0.24177431,0.23754507,0,0.19671859
15450000,4050000,0,0,0,1,1,0.28213592,0.22963705,0.27772761,0.20834893,0,0.00215049
19500000,6500000,0,1,0,0,1,0.35333333,0.10555174,0.23558474,0.17835681,0,0.12717338
11450000,6120000,0,1,0,0,0,0.55449782,0.14258179,0.0130468,0.13902045,0,0.15085314
15850000,9440000,0,1,0,0,0,0.6155836,0.07313668,0.01619365,0.11411118,0,0.18097489
13550000,5540000,0,0,0,1,0,0.42885609,0.28840112,0.06380112,0.01901391,0,0.19992776
18850000,8370000,0,1,0,1,0,0.46403183,0.22748879,0.03662686,0.07200211,0,0.19985041
16950000,6800000,0,0,0,1,1,0.42117994,0.19885834,0.12120806,0.22656307,0,0.03219059
12950000,7170000,0,1,0,0,0,0.57366795,0.11444088,0.11611103,0.085655,0,0.11012514
14750000,4050000,0,1,0,1,1,0.29457627,0.19252728,0.2812581,0.11586504,0,0.11577331
17750000,8300000,0,1,0,1,0,0.48760563,0.18697795,0.08541912,0.07654768,0,0.16344962
13400000,9280000,0,1,0,0,0,0.71253731,0.07068807,0.00461405,0.02895496,0,0.18320561
15450000,6550000,0,1,0,1,1,0.44394822,0.10027871,0.19547359,0.13472516,0,0.12557432
11900000,5190000,0,0,0,1,0,0.45613445,0.34431403,0.02469136,0.02174073,0,0.15311943
16200000,6370000,0,1,0,1,1,0.41320988,0.21266719,0.11552976,0.12881769,0,0.12977548
11200000,3540000,0,1,0,1,0,0.33607143,0.2955129,0.14500349,0.11766456,0,0.10574762
16950000,3780000,0,1,0,1,1,0.24300885,0.31469058,0.25908866,0.11436121,0,0.0688507
13600000,8130000,0,1,0,1,0,0.61779412,0.14058098,0.14550223,0.05497799,0,0.04114468
17300000,6520000,0,1,0,1,1,0.39687861,0.12752619,0.14772324,0.22652346,0,0.1013485
15850000,3170000,0,0,0,1,1,0.22,0.13709569,0.37352856,0.21789724,0,0.05147851
19500000,10340000,0,1,0,1,0,0.55025641,0.21544703,0.10995244,0.00552908,0,0.11881504
19300000,9960000,0,1,0,1,0,0.53606218,0.32816509,0.08699554,0.02552942,0,0.02324777
15200000,7260000,0,1,0,1,0,0.49763158,0.22553967,0.14479566,0.09955418,0,0.03247891
13850000,7060000,0,1,0,1,0,0.52974729,0.3104039,0.00752787,0.06767329,0,0.08464765
15050000,7090000,0,1,0,1,0,0.49109635,0.28791159,0.08706379,0.10071598,0,0.03321229
19400000,4740000,0,0,0,0,1,0.2643299,0.09643929,0.21356335,0.30905798,0,0.11660948
11000000,3130000,0,1,0,1,1,0.30454545,0.23040173,0.14968364,0.29704146,0,0.01832772
19050000,10760000,0,1,0,0,0,0.5848294,0.13597997,0.14281251,0.08361974,0,0.05275838
12400000,6100000,0,1,0,1,0,0.51193548,0.28225686,0.0175377,0.00472218,0,0.18354778
10650000,4440000,0,1,0,1,0,0.43690141,0.25035504,0.11075526,0.07260773,0,0.12938056
18850000,4990000,0,1,0,1,1,0.28472149,0.20957293,0.11250825,0.34464174,0,0.04855559
15350000,10080000,0,0,0,0,0,0.67667752,0.07536478,0.11025873,0.11918779,0,0.01851118
19650000,3570000,0,1,0,1,1,0.20167939,0.28020915,0.21658347,0.16770387,0,0.13382412
18700000,2630000,0,0,0,1,1,0.16064171,0.34190858,0.30040831,0.13991947,0,0.05712193
15950000,6630000,0,0,0,1,1,0.43567398,0.16489238,0.15446712,0.22791463,0,0.01705189
19400000,10140000,0,0,0,0,0,0.54268041,0.11559654,0.01387091,0.14832995,0,0.17952219
10400000,5910000,0,1,0,0,0,0.58826923,0.14588686,0.13584422,0.06248501,0,0.06751468
16100000,6920000,0,1,0,0,1,0.44981366,0.11882456,0.2651626,0.15358444,0,0.01261474
15900000,3330000,0,1,0,0,1,0.22943396,0.07377955,0.32486793,0.32644697,0,0.04547159
18600000,4500000,0,1,0,0,1,0.26193548,0.11122901,0.27360983,0.15978725,0,0.19343843
18650000,4520000,0,0,0,1,1,0.26235925,0.30269997,0.183425,0.17231736,0,0.07919842
16350000,6390000,0,0,0,1,1,0.41082569,0.16755695,0.13814375,0.20990988,0,0.07356373
16750000,8400000,0,1,0,1,0,0.52149254,0.29119638,0.1023576,0.07940479,0,0.00554869
17850000,6950000,0,0,0,1,1,0.40935574,0.17846655,0.22730701,0.12398038,0,0.06089032
13950000,11110000,0,1,0,0,0,0.81641577,0.09492584,0.04453272,0.00320603,0,0.04091964
17700000,9390000,0,1,0,1,0,0.55050847,0.22529886,0.14973084,0.0155233,0,0.05893853
16400000,8350000,0,0,0,1,0,0.52914634,0.27061751,0.09647832,0.05092001,0,0.05283782
13050000,3770000,0,1,0,1,1,0.30888889,0.2917512,0.1247241,0.2438923,0,0.03074351
11850000,4540000,0,1,0,1,0,0.40312236,0.28537012,0.08543628,0.04298701,0,0.18308423
17550000,6550000,0,0,0,1,0,0.39321937,0.37699633,0.04989287,0.14050155,0,0.03938988
10500000,6270000,0,1,0,1,0,0.61714286,0.13202435,0.0826181,0.11814747,0,0.05006722
12350000,3650000,0,0,0,1,0,0.31554656,0.35769246,0.12969875,0.13368514,0,0.06337709
11650000,3910000,0,1,0,1,0,0.35562232,0.39056054,0.06654163,0.05328941,0,0.1339861
12100000,4760000,0,1,0,1,1,0.41338843,0.15784383,0.10985938,0.25075016,0,0.0681582
19050000,9450000,0,1,0,1,0,0.51606299,0.26570367,0.03504394,0.08506881,0,0.09812059
13400000,5000000,0,0,0,1,1,0.39313433,0.11526595,0.18588962,0.23557334,0,0.07013676
15750000,6670000,0,1,0,1,0,0.44349206,0.21064607,0.09550451,0.10065115,0,0.14970621
12100000,4190000,0,1,0,1,1,0.36628099,0.13196148,0.2592825,0.15511918,0,0.08735585
19050000,8520000,0,1,0,1,0,0.46724409,0.37572649,0.08496813,0.06658206,0,0.00547923
10150000,3120000,0,0,0,1,1,0.32738916,0.30725197,0.17371739,0.14161844,0,0.05002304
12250000,5360000,0,0,0,1,0,0.45755102,0.37455276,0.04774069,0.05650711,0,0.06364842
11750000,3440000,0,0,0,0,1,0.31276596,0.09731393,0.27034303,0.26107438,0,0.0585027
19200000,6750000,0,1,0,1,1,0.3715625,0.20062931,0.10261305,0.2213542,0,0.10384094
14700000,8930000,0,0,0,1,0,0.62748299,0.25956671,0.01515644,0.09480588,0,0.00298798
18000000,9450000,0,1,0,1,0,0.545,0.20066183,0.0593674,0.0420198,0,0.15295097
16000000,9840000,0,1,0,1,0,0.635,0.16739142,0.00636701,0.07979915,0,0.11144242
19550000,5450000,0,1,0,1,0,0.29877238,0.35551543,0.10997367,0.10301443,0,0.13272409
11100000,6510000,0,0,0,1,0,0.60648649,0.14649024,0.01216749,0.07362899,0,0.16122679
15800000,5070000,0,1,0,1,1,0.34088608,0.17108845,0.10575771,0.28773794,0,0.09452982
10000000,3140000,0,1,0,0,1,0.334,0.14537353,0.18172791,0.17978624,0,0.15911232
16200000,4380000,0,0,0,1,1,0.29037037,0.174092,0.19619011,0.28817633,0,0.05117119
13450000,3310000,0,0,0,1,0,0.26609665,0.34462072,0.07791905,0.14036973,0,0.17099385
18700000,3840000,0,1,0,1,1,0.22534759,0.29399361,0.33851937,0.13617269,0,0.00596674
19500000,12560000,0,0,0,0,0,0.66410256,0.13310362,0.11306861,0.04603509,0,0.04369012
18700000,6090000,0,1,0,1,1,0.34566845,0.33837997,0.10047986,0.16633669,0,0.04913503
12800000,5450000,0,1,0,0,1,0.44578125,0.0905628,0.14101005,0.1781598,0,0.1444861
15600000,6460000,0,1,0,0,1,0.43410256,0.11957592,0.16803079,0.27350698,0,0.00478375
16300000,10100000,0,1,0,0,0,0.6396319,0.14168616,0.00323886,0.07829038,0,0.1371527
15000000,9660000,0,1,0,0,0,0.664,0.12355136,0.12319492,0.04162273,0,0.04763099
15900000,5470000,0,1,0,1,0,0.36402516,0.35258714,0.04186804,0.07480086,0,0.1667188
14250000,9590000,0,1,0,1,0,0.69298246,0.18512741,0.03674827,0.0293479,0,0.05579396
10950000,3140000,0,1,0,0,1,0.30675799,0.10016049,0.33356714,0.24183553,0,0.01767885
15000000,3150000,0,1,0,0,1,0.23,0.14210111,0.2350182,0.34076623,0,0.05211446
19550000,8160000,0,0,0,0,1,0.4373913,0.08599054,0.17844904,0.1833352,0,0.11483392
15250000,6860000,0,1,0,1,0,0.46983607,0.19272022,0.108104,0.0487222,0,0.18061751
14800000,5660000,0,1,0,1,0,0.40243243,0.21224331,0.14436041,0.12138426,0,0.11957959
15000000,8490000,0,0,0,1,0,0.586,0.2550031,0.14133716,0.00058555,0,0.01707419
19450000,8660000,0,1,0,1,0,0.46524422,0.24091035,0.12025568,0.09491911,0,0.07867064
14150000,5910000,0,0,0,1,0,0.43766784,0.16872695,0.09157574,0.10934715,0,0.19268232
17400000,7070000,0,1,0,1,0,0.42632184,0.22506914,0.14605139,0.0869535,0,0.11560413
12850000,8420000,0,1,0,0,0,0.67525292,0.08918824,0.0098139,0.13908001,0,0.08666493
19600000,3500000,0,1,0,1,1,0.19857143,0.32715092,0.2325962,0.1861252,0,0.05555625
19300000,10940000,0,0,0,1,0,0.58683938,0.33569236,0.04014874,0.00627423,0,0.03104529
18100000,5010000,0,0,0,0,1,0.29679558,0.1189082,0.20064195,0.26837804,0,0.11527623
16100000,2610000,0,0,0,1,1,0.1821118,0.34493805,0.26886711,0.13844282,0,0.06564022
11100000,5590000,0,0,0,1,0,0.5236036,0.26913113,0.11490977,0.00273599,0,0.08961951
19650000,2800000,0,1,0,1,1,0.16249364,0.24976525,0.23824464,0.21485746,0,0.13463901
17850000,5640000,0,1,0,1,1,0.33596639,0.1548752,0.22485385,0.12966405,0,0.15464051
16100000,5150000,0,1,0,1,0,0.33987578,0.32653912,0.12969855,0.07404444,0,0.12984211
17800000,4140000,0,1,0,0,1,0.25258427,0.08936354,0.24023531,0.23265976,0,0.18515712
18400000,9790000,0,1,0,1,0,0.55206522,0.26900572,0.10045514,0.0640337,0,0.01444022
14950000,2840000,0,0,0,1,1,0.20996656,0.18812816,0.25247334,0.18654335,0,0.16288859
19600000,4800000,0,0,0,1,1,0.26489796,0.27882609,0.26543988,0.11075633,0,0.08007974
14150000,8380000,0,0,0,1,0,0.61222615,0.11318901,0.03610517,0.04150995,0,0.19696972
11550000,6680000,0,1,0,1,0,0.59835498,0.12892173,0.13256338,0.04625546,0,0.09390445
12900000,6080000,0,1,0,1,0,0.49131783,0.29520828,0.1173096,0.06341202,0,0.03275227
13750000,3350000,0,1,0,1,0,0.26363636,0.36712924,0.14844177,0.05908836,0,0.16170427
17800000,9440000,0,0,0,1,0,0.55033708,0.14692297,0.14623756,0.11804999,0,0.0384524
13000000,4660000,0,0,0,0,1,0.37846154,0.10181259,0.20490059,0.17174349,0,0.14308179
10400000,3730000,0,0,0,1,0,0.37865385,0.32794128,0.1463938,0.03027491,0,0.11673616
14350000,4750000,0,0,0,1,0,0.35101045,0.39726197,0.12584355,0.03513193,0,0.0907521
19650000,13090000,0,1,0,0,0,0.68615776,0.07409255,0.1328062,0.03505705,0,0.07188644
18050000,2520000,0,1,0,1,1,0.15961219,0.27138134,0.10136518,0.33548383,0,0.13215746
16600000,3450000,0,1,0,1,1,0.22783133,0.20394854,0.25516336,0.21416302,0,0.09889375
12700000,3330000,0,0,0,0,1,0.28220472,0.09103486,0.22796513,0.22070321,0,0.17809208
12250000,5810000,0,0,0,1,0,0.49428571,0.15700494,0.06363344,0.1409454,0,0.14413051
14050000,6490000,0,1,0,1,0,0.48192171,0.31397711,0.1308264,0.04237466,0,0.03090012
18650000,9220000,0,0,0,0,1,0.51436997,0.11944312,0.15414748,0.14067625,0,0.07136318
13500000,2940000,0,1,0,1,1,0.23777778,0.31587728,0.22920158,0.11558431,0,0.10155905
16300000,11800000,0,1,0,1,0,0.74392638,0.22729325,0.00262108,0.00657773,0,0.01958156
19450000,6070000,0,1,0,1,1,0.33208226,0.11180592,0.15797274,0.28552501,0,0.11261407
14150000,6870000,0,1,0,1,0,0.50551237,0.3809654,0.02140967,0.09043722,0,0.00167534
19750000,4100000,0,0,0,1,1,0.22759494,0.22229605,0.3150539,0.1315875,0,0.10346761
15200000,5190000,0,1,0,1,0,0.36144737,0.39388297,0.04138638,0.07194706,0,0.13133622
19450000,7400000,0,1,0,0,1,0.40046272,0.08370166,0.2139321,0.29962879,0,0.00227473
10200000,3700000,0,1,0,1,1,0.3827451,0.17238379,0.14154409,0.15177147,0,0.15155555
14850000,4660000,0,0,0,1,1,0.33380471,0.26662286,0.20671406,0.15824616,0,0.03461221
17200000,3160000,0,0,0,1,1,0.20372093,0.20648472,0.26646406,0.23354637,0,0.08978392
16250000,2600000,0,0,0,0,1,0.18,0.11336055,0.24744705,0.3239068,0,0.1352856
15400000,10140000,0,1,0,0,0,0.67844156,0.08730285,0.1145392,0.10834744,0,0.01136895
15650000,5200000,0,0,0,1,1,0.35226837,0.17915305,0.20345552,0.20258275,0,0.06254031
13500000,6140000,0,1,0,1,1,0.47481481,0.16437067,0.11926173,0.18112683,0,0.06042596
16700000,3030000,0,1,0,1,1,0.20143713,0.17444994,0.21824439,0.35667538,0,0.04919316
17350000,3250000,0,1,0,1,1,0.20731988,0.12969747,0.19392782,0.3585531,0,0.11050173
12150000,6490000,0,1,0,1,0,0.55415638,0.36301012,0.04889678,0.01077768,0,0.02315904
14300000,2550000,0,1,0,1,1,0.19832168,0.36084698,0.15107499,0.26004687,0,0.02970948
11500000,4740000,0,0,0,1,0,0.43217391,0.20255702,0.09960773,0.13899657,0,0.12666477
18550000,3150000,0,1,0,0,1,0.18981132,0.14406218,0.31611746,0.21917987,0,0.13082917
11500000,5920000,0,1,0,1,0,0.53478261,0.31416019,0.01190059,0.04728739,0,0.09186922
15750000,6790000,0,0,0,0,1,0.45111111,0.13773149,0.17630001,0.11139986,0,0.12345753
14250000,8130000,0,0,0,0,0,0.59052632,0.12530547,0.12008939,0.02040631,0,0.14367251
17950000,6330000,0,1,0,0,1,0.37264624,0.11236443,0.17039191,0.26368668,0,0.08091074
15800000,12240000,0,1,0,0,0,0.79468354,0.10981508,0.02850917,0.03049105,0,0.03650116
10750000,2870000,0,1,0,1,1,0.28697674,0.20943951,0.3317437,0.14011512,0,0.03172493
10050000,6250000,0,0,0,1,0,0.64189055,0.25957862,0.04136011,0.03533914,0,0.02183158
17050000,5750000,0,1,0,1,0,0.3572434,0.24027628,0.13317508,0.12340254,0,0.1459027
13750000,4660000,0,0,0,1,1,0.35890909,0.15528133,0.12963125,0.22330116,0,0.13287717
11850000,2860000,0,0,0,1,0,0.26135021,0.32143081,0.13976611,0.13160134,0,0.14585153
19650000,2970000,0,0,0,1,1,0.17114504,0.17406917,0.21691457,0.23954401,0,0.19832721
13600000,8290000,0,0,0,0,0,0.62955882,0.14830381,0.06238489,0.03170801,0,0.12804447
19500000,10240000,0,0,0,0,0,0.54512821,0.11213853,0.14638355,0.09927359,0,0.09707612
15250000,7010000,0,1,0,0,1,0.47967213,0.10233604,0.11494853,0.28410101,0,0.01894229
14150000,5260000,0,0,0,1,0,0.39173145,0.28349613,0.00609439,0.14971743,0,0.1689606
16450000,3660000,0,1,0,1,1,0.2424924,0.21542983,0.39851112,0.12146101,0,0.02210564
10800000,5630000,0,1,0,0,1,0.5412963,0.07896908,0.23467696,0.11578899,0,0.02926867
19350000,3510000,0,1,0,1,1,0.20139535,0.14807796,0.19000844,0.31375221,0,0.14676604
14450000,4160000,0,0,0,1,1,0.30788927,0.36045346,0.14585018,0.12974857,0,0.05605852
15850000,5110000,0,1,0,1,0,0.34239748,0.26785141,0.10168714,0.09985735,0,0.18820662
19150000,8120000,0,1,0,1,0,0.44402089,0.21528918,0.08620595,0.06657415,0,0.18790983
13700000,3160000,0,0,0,1,1,0.25065693,0.10605161,0.3788228,0.13410397,0,0.13036469
17850000,5180000,0,0,0,0,1,0.31019608,0.14799113,0.17795371,0.16841712,0,0.19544196
10900000,4420000,0,1,0,1,0,0.42550459,0.31269176,0.05868878,0.09081145,0,0.11230342
19550000,6890000,0,1,0,1,0,0.37242967,0.36173985,0.06931403,0.04285181,0,0.15366464
15450000,7380000,0,0,0,1,0,0.4976699,0.2208102,0.09064835,0.11685306,0,0.07401849
15900000,10740000,0,1,0,1,0,0.6954717,0.16053755,0.05833747,0.02375663,0,0.06189665
15150000,9440000,0,0,0,1,0,0.64310231,0.21393715,0.00796568,0.02135006,0,0.1136448
19800000,7050000,0,0,0,1,0,0.37606061,0.3175828,0.00285582,0.11073492,0,0.19276585
16000000,7030000,0,1,0,1,0,0.459375,0.31406119,0.02710522,0.0090083,0,0.19045029
16000000,11930000,0,1,0,0,0,0.765625,0.10118411,0.03307645,0.04118499,0,0.05892945
13400000,4720000,0,0,0,1,0,0.37223881,0.35578512,0.05583178,0.09705646,0,0.11908783
19550000,11430000,0,1,0,1,0,0.60465473,0.12721641,0.05080488,0.14805591,0,0.06926807
17950000,14050000,0,1,0,0,0,0.80272981,0.11544931,0.00925486,0.02762913,0,0.04493689
19450000,13330000,0,1,0,0,0,0.70534704,0.01967972,0.03474586,0.11400258,0,0.1262248
14050000,6720000,0,1,0,1,0,0.49829181,0.22634234,0.07535226,0.08189444,0,0.11811915
18100000,9900000,0,0,0,1,0,0.56696133,0.12515768,0.06062979,0.11721857,0,0.13003263
11800000,7080000,0,1,0,1,0,0.62,0.23603428,0.00173994,0.04247355,0,0.09975223
14450000,9370000,0,0,0,0,0,0.66844291,0.0358578,0.06276108,0.09013787,0,0.14280034
18200000,8490000,0,0,0,1,0,0.48648352,0.17905808,0.03667591,0.1078545,0,0.18992799
12450000,7120000,0,1,0,1,0,0.59188755,0.12916111,0.07750856,0.02093895,0,0.18050383
13050000,5600000,0,0,0,1,0,0.44911877,0.32162546,0.02521128,0.1264505,0,0.07759399
17250000,12740000,0,0,0,0,0,0.75855072,0.00494133,0.06049816,0.08778662,0,0.08822317
14400000,9480000,0,0,0,0,0,0.67833333,0.01294837,0.08628869,0.14017412,0,0.08225549
19900000,8880000,0,0,0,1,0,0.46623116,0.25706337,0.08432824,0.14815857,0,0.04421866
17250000,8330000,0,0,0,1,0,0.50289855,0.22510505,0.07574831,0.01648607,0,0.17976202
17400000,9220000,0,0,0,1,0,0.54988506,0.22296302,0.04534245,0.10539951,0,0.07640996
11350000,4720000,0,1,0,1,0,0.43585903,0.30853405,0.0423824,0.03374081,0,0.17948371
15200000,10720000,0,0,0,0,0,0.72526316,0.10843265,0.03465833,0.00693892,0,0.12470694
16450000,12420000,0,1,0,0,0,0.7750152,0.01982859,0.03022648,0.01072554,0,0.16420419
17300000,9890000,0,0,0,1,0,0.5916763,0.13755018,0.03957396,0.04429687,0,0.18690269
16200000,13340000,0,1,0,1,0,0.84345679,0.1097653,0.00930858,0.01780347,0,0.01966586
15500000,8870000,0,1,0,1,0,0.59225806,0.32274511,0.03719119,0.01073901,0,0.03706663
14950000,10360000,0,0,0,1,0,0.71297659,0.1241061,0.04152661,0.00536754,0,0.11602316
19700000,14200000,0,0,0,0,0,0.74081218,0.10611896,0.01641944,0.09815368,0,0.03849574
11100000,5320000,0,1,0,1,0,0.49927928,0.28019209,0.02318509,0.08914468,0,0.10819886
15350000,7480000,0,0,0,1,0,0.50729642,0.36061486,0.04252154,0.00459503,0,0.08497215
10100000,6970000,0,1,0,1,0,0.71009901,0.11466117,0.01011434,0.06758807,0,0.09753741
18050000,8280000,0,0,0,1,0,0.47872576,0.38242836,0.01546958,0.05336795,0,0.07000835
16800000,8740000,0,1,0,0,0,0.5402381,0.11230422,0.05726148,0.10983112,0,0.18036508
12650000,7430000,0,0,0,1,0,0.60735178,0.33956501,0.02277932,0.01707838,0,0.01322551
12800000,10310000,0,1,0,0,0,0.82546875,0.04621465,0.03558725,0.07304078,0,0.01968857
15700000,8330000,0,1,0,1,0,0.55057325,0.22382318,0.07107112,0.14167521,0,0.01285724
13500000,5960000,0,0,0,1,0,0.46148148,0.27376951,0.00766079,0.1456338,0,0.11145442
16000000,9960000,0,0,0,0,0,0.6425,0.11925958,0.04562169,0.12554849,0,0.06707024
10650000,5870000,0,1,0,1,0,0.57117371,0.32638919,0.05489077,0.04688293,0,0.0006634
12700000,6360000,0,0,0,1,0,0.5207874,0.16340515,0.07870114,0.13564619,0,0.10146012
19650000,6110000,0,1,0,1,0,0.33094148,0.39530817,0.0880185,0.08067288,0,0.10505897
15350000,11180000,0,0,0,0,0,0.74833876,0.0073546,0.04497976,0.14868917,0,0.05063771
10050000,5470000,0,0,0,1,0,0.56427861,0.32813712,0.03544858,0.05307075,0,0.01906494
18100000,5580000,0,1,0,1,0,0.32828729,0.28750799,0.08821115,0.13720528,0,0.15878829
17250000,11050000,0,1,0,1,0,0.66057971,0.1419466,0.09706771,0.02120628,0,0.0791997
18100000,10790000,0,0,0,1,0,0.6161326,0.13086261,0.09821957,0.10779364,0,0.04699158
11850000,5690000,0,0,0,1,0,0.50016878,0.195623,0.07604822,0.05919467,0,0.16896533
14050000,3530000,0,1,0,1,0,0.27124555,0.37906508,0.04057195,0.13308209,0,0.17603533
11500000,5000000,0,0,0,1,0,0.45478261,0.29545908,0.07644185,0.07316772,0,0.10014874
12000000,4660000,0,0,0,1,0,0.40833333,0.33575254,0.0711334,0.1298116,0,0.05496913
18600000,12890000,0,1,0,1,0,0.71301075,0.1999518,0.04451342,0.02577475,0,0.01674928
16300000,7740000,0,1,0,1,0,0.49484663,0.20373505,0.02452721,0.12078861,0,0.1561025
14750000,5590000,0,1,0,1,0,0.39898305,0.3878897,0.07895491,0.12819808,0,0.00597426
10400000,4820000,0,1,0,1,0,0.48346154,0.33199215,0.01007764,0.11028821,0,0.06418046
14050000,11120000,0,1,0,0,0,0.81145907,0.12545548,0.01271485,0.01610709,0,0.03426351
17200000,13670000,0,0,0,0,0,0.81476744,0.14276473,0.00176293,0.03083969,0,0.00986521
14350000,11350000,0,1,0,0,0,0.81094077,0.07622922,0.02400454,0.0528924,0,0.03593307
17650000,10360000,0,0,0,0,0,0.60696884,0.06326016,0.02254984,0.1359591,0,0.17126206
11050000,6030000,0,1,0,1,0,0.56570136,0.26526051,0.08761329,0.0388114,0,0.04261344
17200000,8220000,0,1,0,1,0,0.49790698,0.33282432,0.01500986,0.13827697,0,0.01598187
18050000,8000000,0,0,0,1,0,0.4632133,0.38462549,0.01485219,0.09369382,0,0.0436152
14150000,8470000,0,1,0,1,0,0.61858657,0.15292218,0.06922628,0.03405082,0,0.12521415
19300000,9310000,0,0,0,1,0,0.50238342,0.31691939,0.08187623,0.03176256,0,0.0670584
15100000,9910000,0,1,0,0,0,0.67629139,0.05645062,0.09369483,0.14846099,0,0.02510217
18150000,7860000,0,1,0,1,0,0.45305785,0.29652752,0.08814013,0.13743521,0,0.02483929
15000000,7940000,0,0,0,1,0,0.54933333,0.12491423,0.09220312,0.13181934,0,0.10172998
16800000,10670000,0,0,0,0,0,0.65511905,0.11655912,0.01303997,0.0670023,0,0.14827956
16650000,12080000,0,0,0,1,0,0.74552553,0.13606817,0.05022754,0.05906724,0,0.00911152
13450000,6510000,0,0,0,1,0,0.50401487,0.23664733,0.05575131,0.08782484,0,0.11576165
19100000,13420000,0,0,0,1,0,0.7226178,0.10538915,0.00945113,0.14575023,0,0.01679169
10600000,7030000,0,0,0,0,0,0.68320755,0.01625638,0.06594191,0.09502677,0,0.13956739
11350000,8610000,0,1,0,1,0,0.77859031,0.17806458,0.01505954,0.01281349,0,0.01547208
10950000,3780000,0,1,0,1,0,0.36520548,0.31068165,0.09263939,0.05460618,0,0.1768673
18100000,14880000,0,1,0,0,0,0.84209945,0.1144479,0.01408173,0.01823843,0,0.01113249
17600000,7080000,0,0,0,1,0,0.42227273,0.3402466,0.07001994,0.0133191,0,0.15414163
11750000,5510000,0,1,0,1,0,0.48893617,0.20111767,0.06862308,0.10169007,0,0.13963301
18550000,8370000,0,1,0,1,0,0.47121294,0.30042368,0.07223534,0.05480294,0,0.1013251
12450000,5730000,0,1,0,1,0,0.48024096,0.3518313,0.03494962,0.06727907,0,0.06569905
